timestamp,fecha,mes,dia_semana,dia_semana_num,hora,turno,AT_1,AT_2,FI_1,FI_2,FI_3,R_1,R_2,R_3,E_1,E_2,E_3,E_4,score_tangibles,score_fiabilidad,score_responsiveness,score_empatia,score_servqual_total,D_1,satisfaccion_nivel,NPS,nps_categoria,C_1,calidad_nivel,INFO,info_nivel,AÑOS,antiguedad_grupo,Giro,Puesto,Estado,Estado_limpio,region,poblacion_millones,pib_per_capita_miles,nivel_economico_estado,lat,long,region_simplificada,Giro_corto
2025-04-01 14:10:11,2025-04-01,4,Tuesday,1,14,Tarde,4,5,3,4,4.0,4,4,5,3,4,4,4,4.5,3.67,4.33,3.75,4.06,8,Alto,8,Pasivo,4,Bueno,9,Bien informado,5,Establecido,Persona física,Persona física,Ciudad de México,Ciudad de México,Centro,9.21,394.0,Alto,19.4326,-99.1332,Centro,Persona física
2025-04-02 17:39:14,2025-04-02,4,Wednesday,2,17,Tarde,4,4,4,2,4.0,3,3,3,4,3,4,5,4.0,3.33,3.0,4.0,3.58,7,Medio,8,Pasivo,4,Bueno,10,Bien informado,2,Nuevo,Asociación civil,Coordinador,Durango,Durango,Norte,1.83,142.0,Medio,24.0277,-104.6532,Norte,Asoc. Civil
2025-04-07 09:41:42,2025-04-07,4,Monday,0,9,Mañana,4,3,4,4,3.0,4,3,3,4,3,3,4,3.5,3.67,3.33,3.5,3.5,8,Alto,10,Promotor,3,Regular,10,Bien informado,14,Veterano,Persona física,Persona física,Guanajuato,Guanajuato,Bajío,6.17,157.0,Medio,21.019,-101.2574,Centro,Persona física
2025-04-07 10:35:23,2025-04-07,4,Monday,0,10,Mañana,5,5,5,5,5.0,4,5,5,5,5,5,5,5.0,5.0,4.67,5.0,4.92,10,Alto,10,Promotor,5,Bueno,8,Bien informado,15,Veterano,Educación,Coordinador,Guanajuato,Guanajuato,Bajío,6.17,157.0,Medio,21.019,-101.2574,Centro,Educación
2025-04-07 10:39:22,2025-04-07,4,Monday,0,10,Mañana,3,3,4,4,4.0,3,2,3,4,4,4,4,3.0,4.0,2.67,4.0,3.42,7,Medio,9,Promotor,3,Regular,7,Parcialmente informado,2,Nuevo,Empresa,Coordinador,Guanajuato,Guanajuato,Bajío,6.17,157.0,Medio,21.019,-101.2574,Centro,Empresa
2025-04-07 10:56:42,2025-04-07,4,Monday,0,10,Mañana,3,4,3,3,4.0,4,3,4,4,3,4,4,3.5,3.33,3.67,3.75,3.56,8,Alto,9,Promotor,4,Bueno,8,Bien informado,3,Establecido,Educación,Coordinador,Guanajuato,Guanajuato,Bajío,6.17,157.0,Medio,21.019,-101.2574,Centro,Educación
2025-04-07 11:25:25,2025-04-07,4,Monday,0,11,Mañana,4,4,3,4,5.0,4,3,3,5,4,3,2,4.0,4.0,3.33,3.5,3.71,8,Alto,8,Pasivo,3,Regular,8,Bien informado,3,Establecido,Educación,Coordinador,Guanajuato,Guanajuato,Bajío,6.17,157.0,Medio,21.019,-101.2574,Centro,Educación
2025-04-07 11:30:53,2025-04-07,4,Monday,0,11,Mañana,3,2,2,4,3.0,3,4,3,5,3,2,4,2.5,3.0,3.33,3.5,3.08,7,Medio,9,Promotor,3,Regular,7,Parcialmente informado,18,Veterano,Educación,Dueño,Coahuila,Coahuila,Norte,3.15,263.0,Alto,27.0587,-101.7068,Norte,Educación
2025-04-07 11:42:37,2025-04-07,4,Monday,0,11,Mañana,3,2,3,4,3.0,4,4,4,3,4,4,3,2.5,3.33,4.0,3.5,3.33,7,Medio,8,Pasivo,4,Bueno,7,Parcialmente informado,3,Establecido,Teletón (Grupos internos de la Fundación),Coordinador,Hidalgo,Hidalgo,Centro,3.08,115.0,Bajo,20.0911,-98.7624,Centro,Teletón (Grupos internos de la Fundación)
2025-04-07 11:54:32,2025-04-07,4,Monday,0,11,Mañana,4,3,3,3,4.0,3,4,4,3,4,4,3,3.5,3.33,3.67,3.5,3.5,8,Alto,8,Pasivo,3,Regular,8,Bien informado,8,Veterano,Educación,Coordinador,Coahuila,Coahuila,Norte,3.15,263.0,Alto,27.0587,-101.7068,Norte,Educación
2025-04-07 12:02:53,2025-04-07,4,Monday,0,12,Tarde,4,3,4,4,3.0,4,5,4,3,4,3,4,3.5,3.67,4.33,3.5,3.75,7,Medio,8,Pasivo,4,Bueno,8,Bien informado,1,Nuevo,Persona física,Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Persona física
2025-04-07 12:13:39,2025-04-07,4,Monday,0,12,Tarde,3,5,4,4,5.0,4,4,4,3,4,4,4,4.0,4.33,4.0,3.75,4.02,8,Alto,9,Promotor,4,Bueno,7,Parcialmente informado,5,Establecido,Educación,Supervisor,Coahuila,Coahuila,Norte,3.15,263.0,Alto,27.0587,-101.7068,Norte,Educación
2025-04-07 12:20:57,2025-04-07,4,Monday,0,12,Tarde,2,4,4,4,3.0,4,3,4,3,3,3,4,3.0,3.67,3.67,3.25,3.4,8,Alto,8,Pasivo,4,Bueno,8,Bien informado,2,Nuevo,Empresa,Supervisor,Coahuila,Coahuila,Norte,3.15,263.0,Alto,27.0587,-101.7068,Norte,Empresa
2025-04-07 12:24:09,2025-04-07,4,Monday,0,12,Tarde,5,4,5,4,4.0,4,5,4,3,4,4,4,4.5,4.33,4.33,3.75,4.23,7,Medio,9,Promotor,5,Bueno,7,Parcialmente informado,4,Establecido,Educación,Director,Guanajuato,Guanajuato,Bajío,6.17,157.0,Medio,21.019,-101.2574,Centro,Educación
2025-04-07 12:30:51,2025-04-07,4,Monday,0,12,Tarde,4,3,4,3,3.0,3,4,4,5,4,3,3,3.5,3.33,3.67,3.75,3.56,6,Medio,8,Pasivo,3,Regular,7,Parcialmente informado,2,Nuevo,Empresa,Dueño,Hidalgo,Hidalgo,Centro,3.08,115.0,Bajo,20.0911,-98.7624,Centro,Empresa
2025-04-07 12:31:46,2025-04-07,4,Monday,0,12,Tarde,4,4,4,4,3.0,5,4,3,3,3,3,4,4.0,3.67,4.0,3.25,3.73,8,Alto,9,Promotor,4,Bueno,8,Bien informado,4,Establecido,Empresa,Supervisor,Hidalgo,Hidalgo,Centro,3.08,115.0,Bajo,20.0911,-98.7624,Centro,Empresa
2025-04-07 12:45:41,2025-04-07,4,Monday,0,12,Tarde,3,4,3,3,4.0,2,3,3,4,4,4,3,3.5,3.33,2.67,3.75,3.31,7,Medio,8,Pasivo,3,Regular,7,Parcialmente informado,5,Establecido,Educación,Coordinador,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Educación
2025-04-07 12:48:42,2025-04-07,4,Monday,0,12,Tarde,3,3,3,3,2.0,3,3,2,3,3,4,2,3.0,2.67,2.67,3.0,2.84,6,Medio,9,Promotor,3,Regular,7,Parcialmente informado,2,Nuevo,Persona física,Dueño,Coahuila,Coahuila,Norte,3.15,263.0,Alto,27.0587,-101.7068,Norte,Persona física
2025-04-07 12:58:17,2025-04-07,4,Monday,0,12,Tarde,2,4,4,3,4.0,4,3,4,3,3,4,3,3.0,3.67,3.67,3.25,3.4,6,Medio,8,Pasivo,4,Bueno,7,Parcialmente informado,1,Nuevo,Empresa,Asistente,Guanajuato,Guanajuato,Bajío,6.17,157.0,Medio,21.019,-101.2574,Centro,Empresa
2025-04-07 12:58:36,2025-04-07,4,Monday,0,12,Tarde,2,5,4,5,4.0,3,4,5,4,4,5,4,3.5,4.33,4.0,4.25,4.02,9,Alto,9,Promotor,4,Bueno,9,Bien informado,4,Establecido,Teletón (Grupos internos de la Fundación),Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Teletón (Grupos internos de la Fundación)
2025-04-07 13:17:40,2025-04-07,4,Monday,0,13,Tarde,3,4,4,3,,3,3,3,4,3,5,3,3.5,3.5,3.0,3.75,3.44,7,Medio,8,Pasivo,3,Regular,7,Parcialmente informado,1,Nuevo,Empresa,Coordinador,Ciudad de México,Ciudad de México,Centro,9.21,394.0,Alto,19.4326,-99.1332,Centro,Empresa
2025-04-07 13:20:41,2025-04-07,4,Monday,0,13,Tarde,4,2,2,3,3.0,2,3,4,4,4,4,4,3.0,2.67,3.0,4.0,3.17,7,Medio,8,Pasivo,3,Regular,7,Parcialmente informado,5,Establecido,Educación,Director,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Educación
2025-04-07 13:23:28,2025-04-07,4,Monday,0,13,Tarde,4,3,3,3,4.0,4,3,4,3,4,4,3,3.5,3.33,3.67,3.5,3.5,7,Medio,9,Promotor,3,Regular,7,Parcialmente informado,2,Nuevo,Gubernamental,Persona física,Hidalgo,Hidalgo,Centro,3.08,115.0,Bajo,20.0911,-98.7624,Centro,Gubernamental
2025-04-07 13:24:00,2025-04-07,4,Monday,0,13,Tarde,4,3,4,3,3.0,4,4,3,4,4,3,4,3.5,3.33,3.67,3.75,3.56,7,Medio,8,Pasivo,4,Bueno,8,Bien informado,1,Nuevo,Asociación civil,Coordinador,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Asoc. Civil
2025-04-07 13:44:52,2025-04-07,4,Monday,0,13,Tarde,3,4,4,4,4.0,3,4,5,4,4,4,4,3.5,4.0,4.0,4.0,3.88,8,Alto,8,Pasivo,3,Regular,7,Parcialmente informado,7,Veterano,Persona física,Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Persona física
2025-04-07 13:45:03,2025-04-07,4,Monday,0,13,Tarde,2,4,4,3,3.0,3,3,4,3,3,2,3,3.0,3.33,3.33,2.75,3.1,7,Medio,8,Pasivo,4,Bueno,7,Parcialmente informado,6,Veterano,Educación,Director,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Educación
2025-04-07 13:51:08,2025-04-07,4,Monday,0,13,Tarde,4,4,4,4,3.0,3,4,4,4,3,3,4,4.0,3.67,3.67,3.5,3.71,8,Alto,8,Pasivo,4,Bueno,8,Bien informado,5,Establecido,Educación,Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Educación
2025-04-07 13:58:13,2025-04-07,4,Monday,0,13,Tarde,3,5,5,4,4.0,4,5,3,4,4,3,4,4.0,4.33,4.0,3.75,4.02,8,Alto,8,Pasivo,4,Bueno,5,Parcialmente informado,5,Establecido,Teletón (Grupos internos de la Fundación),Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Teletón (Grupos internos de la Fundación)
2025-04-07 14:05:30,2025-04-07,4,Monday,0,14,Tarde,2,3,3,3,3.0,3,4,3,5,4,5,4,2.5,3.0,3.33,4.5,3.33,7,Medio,8,Pasivo,3,Regular,7,Parcialmente informado,5,Establecido,Teletón (Grupos internos de la Fundación),Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Teletón (Grupos internos de la Fundación)
2025-04-07 14:06:09,2025-04-07,4,Monday,0,14,Tarde,3,3,3,3,4.0,4,3,4,4,4,4,3,3.0,3.33,3.67,3.75,3.44,7,Medio,9,Promotor,3,Regular,8,Bien informado,4,Establecido,Educación,Director,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Educación
2025-04-07 14:20:59,2025-04-07,4,Monday,0,14,Tarde,3,4,4,4,4.0,2,5,4,4,4,3,3,3.5,4.0,3.67,3.5,3.67,7,Medio,8,Pasivo,3,Regular,8,Bien informado,1,Nuevo,Educación,Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Educación
2025-04-07 14:27:26,2025-04-07,4,Monday,0,14,Tarde,4,4,5,3,4.0,4,5,4,4,3,4,4,4.0,4.0,4.33,3.75,4.02,8,Alto,8,Pasivo,4,Bueno,8,Bien informado,1,Nuevo,Teletón (Grupos internos de la Fundación),Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Teletón (Grupos internos de la Fundación)
2025-04-07 14:30:46,2025-04-07,4,Monday,0,14,Tarde,5,5,4,4,5.0,5,4,4,4,4,5,4,5.0,4.33,4.33,4.25,4.48,9,Alto,8,Pasivo,4,Bueno,9,Bien informado,1,Nuevo,Teletón (Grupos internos de la Fundación),Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Teletón (Grupos internos de la Fundación)
2025-04-07 14:32:40,2025-04-07,4,Monday,0,14,Tarde,4,5,5,4,4.0,5,4,4,4,3,4,4,4.5,4.33,4.33,3.75,4.23,8,Alto,8,Pasivo,4,Bueno,9,Bien informado,2,Nuevo,Persona física,Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Persona física
2025-04-07 15:08:53,2025-04-07,4,Monday,0,15,Tarde,3,3,3,3,4.0,4,3,4,4,4,3,3,3.0,3.33,3.67,3.5,3.38,8,Alto,8,Pasivo,3,Regular,7,Parcialmente informado,10,Veterano,Educación,Asistente,Guanajuato,Guanajuato,Bajío,6.17,157.0,Medio,21.019,-101.2574,Centro,Educación
2025-04-07 15:35:33,2025-04-07,4,Monday,0,15,Tarde,2,3,4,3,3.0,3,4,3,3,4,4,4,2.5,3.33,3.33,3.75,3.23,7,Medio,8,Pasivo,3,Regular,8,Bien informado,1,Nuevo,Teletón (Grupos internos de la Fundación),Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Teletón (Grupos internos de la Fundación)
2025-04-07 15:36:45,2025-04-07,4,Monday,0,15,Tarde,4,2,3,3,2.0,4,3,3,4,4,3,4,3.0,2.67,3.33,3.75,3.19,7,Medio,9,Promotor,4,Bueno,7,Parcialmente informado,2,Nuevo,Educación,Coordinador,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Educación
2025-04-07 15:39:52,2025-04-07,4,Monday,0,15,Tarde,4,4,3,3,3.0,3,4,4,4,5,4,4,4.0,3.0,3.67,4.25,3.73,7,Medio,8,Pasivo,3,Regular,8,Bien informado,1,Nuevo,Teletón (Grupos internos de la Fundación),Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Teletón (Grupos internos de la Fundación)
2025-04-07 16:20:17,2025-04-07,4,Monday,0,16,Tarde,5,4,3,3,4.0,4,4,3,5,4,4,4,4.5,3.33,3.67,4.25,3.94,7,Medio,9,Promotor,4,Bueno,8,Bien informado,2,Nuevo,Persona física,Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Persona física
2025-04-07 16:26:51,2025-04-07,4,Monday,0,16,Tarde,5,3,4,4,4.0,3,3,4,4,3,4,4,4.0,4.0,3.33,3.75,3.77,9,Alto,8,Pasivo,4,Bueno,9,Bien informado,15,Veterano,Teletón (Grupos internos de la Fundación),Gerente,Guerrero,Guerrero,Sur,3.54,79.0,Bajo,17.4392,-99.5451,Sur,Teletón (Grupos internos de la Fundación)
2025-04-07 16:37:20,2025-04-07,4,Monday,0,16,Tarde,4,4,4,4,5.0,4,4,4,4,3,4,4,4.0,4.33,4.0,3.75,4.02,9,Alto,8,Pasivo,4,Bueno,9,Bien informado,3,Establecido,Empresa,Supervisor,Ciudad de México,Ciudad de México,Centro,9.21,394.0,Alto,19.4326,-99.1332,Centro,Empresa
2025-04-07 16:38:44,2025-04-07,4,Monday,0,16,Tarde,3,4,3,3,4.0,4,3,4,4,4,4,4,3.5,3.33,3.67,4.0,3.62,7,Medio,8,Pasivo,3,Regular,7,Parcialmente informado,1,Nuevo,Persona física,Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Persona física
2025-04-07 16:54:18,2025-04-07,4,Monday,0,16,Tarde,3,3,3,3,2.0,3,3,4,4,5,4,2,3.0,2.67,3.33,3.75,3.19,6,Medio,8,Pasivo,3,Regular,7,Parcialmente informado,1,Nuevo,Empresa,Director,Hidalgo,Hidalgo,Centro,3.08,115.0,Bajo,20.0911,-98.7624,Centro,Empresa
2025-04-07 16:57:41,2025-04-07,4,Monday,0,16,Tarde,4,3,4,3,3.0,4,4,3,4,5,5,4,3.5,3.33,3.67,4.5,3.75,7,Medio,9,Promotor,4,Bueno,7,Parcialmente informado,8,Veterano,Persona física,Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Persona física
2025-04-07 17:04:48,2025-04-07,4,Monday,0,17,Tarde,4,5,4,5,5.0,5,4,4,5,5,4,4,4.5,4.67,4.33,4.5,4.5,9,Alto,9,Promotor,4,Bueno,9,Bien informado,4,Establecido,Empresa,Gerente,Guerrero,Guerrero,Sur,3.54,79.0,Bajo,17.4392,-99.5451,Sur,Empresa
2025-04-07 18:03:06,2025-04-07,4,Monday,0,18,Noche,4,5,4,4,5.0,5,4,4,5,4,4,5,4.5,4.33,4.33,4.5,4.42,8,Alto,8,Pasivo,4,Bueno,8,Bien informado,1,Nuevo,Educación,Director,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Educación
2025-04-07 18:05:35,2025-04-07,4,Monday,0,18,Noche,3,4,3,4,4.0,4,3,3,3,4,3,3,3.5,3.67,3.33,3.25,3.44,7,Medio,7,Pasivo,4,Bueno,7,Parcialmente informado,2,Nuevo,Teletón (Grupos internos de la Fundación),Asistente,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Teletón (Grupos internos de la Fundación)
2025-04-07 18:17:34,2025-04-07,4,Monday,0,18,Noche,2,3,4,3,3.0,4,4,3,4,4,4,3,2.5,3.33,3.67,3.75,3.31,7,Medio,8,Pasivo,3,Regular,7,Parcialmente informado,2,Nuevo,Persona física,Persona física,Ciudad de México,Ciudad de México,Centro,9.21,394.0,Alto,19.4326,-99.1332,Centro,Persona física
2025-04-07 19:31:43,2025-04-07,4,Monday,0,19,Noche,4,4,3,4,4.0,3,4,4,3,4,4,4,4.0,3.67,3.67,3.75,3.77,6,Medio,9,Promotor,3,Regular,7,Parcialmente informado,3,Establecido,Gubernamental,Persona física,Guanajuato,Guanajuato,Bajío,6.17,157.0,Medio,21.019,-101.2574,Centro,Gubernamental
2025-04-07 20:38:18,2025-04-07,4,Monday,0,20,Noche,5,4,4,4,3.0,3,4,4,4,5,4,4,4.5,3.67,3.67,4.25,4.02,8,Alto,8,Pasivo,4,Bueno,8,Bien informado,10,Veterano,Educación,Dueño,Hidalgo,Hidalgo,Centro,3.08,115.0,Bajo,20.0911,-98.7624,Centro,Educación
2025-04-07 22:01:28,2025-04-07,4,Monday,0,22,Noche,4,4,4,4,4.0,4,4,3,4,4,5,4,4.0,4.0,3.67,4.25,3.98,8,Alto,8,Pasivo,4,Bueno,7,Parcialmente informado,25,Veterano,Persona física,Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Persona física
2025-04-08 09:00:17,2025-04-08,4,Tuesday,1,9,Mañana,4,3,3,3,4.0,3,3,4,5,4,4,4,3.5,3.33,3.33,4.25,3.6,7,Medio,8,Pasivo,4,Bueno,8,Bien informado,3,Establecido,Teletón (Grupos internos de la Fundación),Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Teletón (Grupos internos de la Fundación)
2025-04-08 09:02:25,2025-04-08,4,Tuesday,1,9,Mañana,5,5,5,4,4.0,5,4,4,3,4,4,5,5.0,4.33,4.33,4.0,4.42,9,Alto,9,Promotor,5,Bueno,9,Bien informado,1,Nuevo,Empresa,Supervisor,Coahuila,Coahuila,Norte,3.15,263.0,Alto,27.0587,-101.7068,Norte,Empresa
2025-04-08 09:03:54,2025-04-08,4,Tuesday,1,9,Mañana,4,4,4,5,4.0,5,4,5,5,5,5,5,4.0,4.33,4.67,5.0,4.5,10,Alto,10,Promotor,5,Bueno,10,Bien informado,1,Nuevo,Asociación civil,Persona física,Oaxaca,Oaxaca,Sur,4.13,73.0,Bajo,17.0732,-96.7266,Sur,Asoc. Civil
2025-04-08 09:04:47,2025-04-08,4,Tuesday,1,9,Mañana,5,4,5,5,5.0,3,5,4,4,4,5,4,4.5,5.0,4.0,4.25,4.44,9,Alto,9,Promotor,5,Bueno,10,Bien informado,1,Nuevo,Teletón (Grupos internos de la Fundación),Persona física,Guerrero,Guerrero,Sur,3.54,79.0,Bajo,17.4392,-99.5451,Sur,Teletón (Grupos internos de la Fundación)
2025-04-08 09:05:08,2025-04-08,4,Tuesday,1,9,Mañana,4,4,4,4,4.0,3,3,5,5,5,4,4,4.0,4.0,3.67,4.5,4.04,8,Alto,9,Promotor,5,Bueno,9,Bien informado,23,Veterano,Asociación civil,Persona física,Puebla,Puebla,Centro,6.58,113.0,Bajo,19.0414,-98.2063,Centro,Asoc. Civil
2025-04-08 09:05:12,2025-04-08,4,Tuesday,1,9,Mañana,4,3,3,4,4.0,3,3,4,4,4,4,5,3.5,3.67,3.33,4.25,3.69,8,Alto,8,Pasivo,4,Bueno,8,Bien informado,1,Nuevo,Teletón (Grupos internos de la Fundación),Persona física,Guerrero,Guerrero,Sur,3.54,79.0,Bajo,17.4392,-99.5451,Sur,Teletón (Grupos internos de la Fundación)
2025-04-08 09:14:34,2025-04-08,4,Tuesday,1,9,Mañana,4,4,4,4,3.0,3,4,4,4,5,4,4,4.0,3.67,3.67,4.25,3.9,8,Alto,9,Promotor,5,Bueno,9,Bien informado,1,Nuevo,Asociación civil,Director,Oaxaca,Oaxaca,Sur,4.13,73.0,Bajo,17.0732,-96.7266,Sur,Asoc. Civil
2025-04-08 09:22:02,2025-04-08,4,Tuesday,1,9,Mañana,1,2,2,2,1.0,2,1,1,3,2,4,2,1.5,1.67,1.33,2.75,1.81,8,Alto,9,Promotor,2,Deficiente,8,Bien informado,1,Nuevo,Gubernamental,Director,Oaxaca,Oaxaca,Sur,4.13,73.0,Bajo,17.0732,-96.7266,Sur,Gubernamental
2025-04-08 09:40:54,2025-04-08,4,Tuesday,1,9,Mañana,3,3,3,3,4.0,4,3,4,4,3,5,4,3.0,3.33,3.67,4.0,3.5,6,Medio,8,Pasivo,3,Regular,7,Parcialmente informado,3,Establecido,Persona física,Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Persona física
2025-04-08 09:57:37,2025-04-08,4,Tuesday,1,9,Mañana,2,4,3,3,3.0,4,2,2,4,5,4,3,3.0,3.0,2.67,4.0,3.17,6,Medio,6,Detractor,3,Regular,7,Parcialmente informado,3,Establecido,Persona física,Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Persona física
2025-04-08 10:17:48,2025-04-08,4,Tuesday,1,10,Mañana,4,4,4,4,3.0,4,4,5,5,4,3,4,4.0,3.67,4.33,4.0,4.0,8,Alto,8,Pasivo,4,Bueno,7,Parcialmente informado,4,Establecido,Teletón (Grupos internos de la Fundación),Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Teletón (Grupos internos de la Fundación)
2025-04-08 10:24:36,2025-04-08,4,Tuesday,1,10,Mañana,4,4,3,3,4.0,4,3,4,4,5,4,3,4.0,3.33,3.67,4.0,3.75,7,Medio,8,Pasivo,3,Regular,8,Bien informado,4,Establecido,Educación,Director,Michoacán,Michoacán,Occidente,4.75,107.0,Bajo,19.5665,-101.7068,Occidente,Educación
2025-04-08 10:31:25,2025-04-08,4,Tuesday,1,10,Mañana,4,3,4,4,3.0,3,4,4,4,5,4,4,3.5,3.67,3.67,4.25,3.77,7,Medio,9,Promotor,4,Bueno,8,Bien informado,4,Establecido,Persona física,Asistente,Tamaulipas,Tamaulipas,Noreste,3.53,182.0,Medio,24.2669,-98.8363,Norte,Persona física
2025-04-08 10:32:20,2025-04-08,4,Tuesday,1,10,Mañana,5,4,5,5,4.0,4,5,4,4,5,4,4,4.5,4.67,4.33,4.25,4.44,8,Alto,8,Pasivo,4,Bueno,7,Parcialmente informado,3,Establecido,Educación,Coordinador,Aguascalientes,Aguascalientes,Centro-Norte,1.43,198.0,Medio,21.8853,-102.2916,Centro,Educación
2025-04-08 10:34:27,2025-04-08,4,Tuesday,1,10,Mañana,4,5,5,5,4.0,4,5,3,4,4,3,4,4.5,4.67,4.0,3.75,4.23,8,Alto,9,Promotor,3,Regular,8,Bien informado,4,Establecido,Educación,Director,Aguascalientes,Aguascalientes,Centro-Norte,1.43,198.0,Medio,21.8853,-102.2916,Centro,Educación
2025-04-08 10:42:15,2025-04-08,4,Tuesday,1,10,Mañana,3,4,3,3,4.0,4,3,3,5,5,4,4,3.5,3.33,3.33,4.5,3.66,8,Alto,9,Promotor,4,Bueno,10,Bien informado,8,Veterano,Persona física,Persona física,San Luis Potosí,San Luis Potosí,Centro-Norte,2.82,161.0,Medio,22.1565,-100.9855,Centro,Persona física
2025-04-08 10:53:28,2025-04-08,4,Tuesday,1,10,Mañana,3,4,4,4,3.0,3,4,3,5,4,4,4,3.5,3.67,3.33,4.25,3.69,7,Medio,8,Pasivo,3,Regular,8,Bien informado,2,Nuevo,Teletón (Grupos internos de la Fundación),Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Teletón (Grupos internos de la Fundación)
2025-04-08 11:12:10,2025-04-08,4,Tuesday,1,11,Mañana,4,3,4,3,4.0,4,3,4,4,3,4,4,3.5,3.67,3.67,3.75,3.65,8,Alto,7,Pasivo,3,Regular,4,Desinformado,1,Nuevo,Persona física,Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Persona física
2025-04-08 11:24:50,2025-04-08,4,Tuesday,1,11,Mañana,4,3,4,4,4.0,4,4,4,4,4,3,3,3.5,4.0,4.0,3.5,3.75,7,Medio,8,Pasivo,3,Regular,9,Bien informado,15,Veterano,Persona física,Persona física,Estado de México,Estado de México,Centro,16.99,114.0,Bajo,19.4969,-99.7233,Centro,Persona física
2025-04-08 11:49:36,2025-04-08,4,Tuesday,1,11,Mañana,4,3,4,3,3.0,3,4,4,3,3,3,4,3.5,3.33,3.67,3.25,3.44,8,Alto,9,Promotor,3,Regular,8,Bien informado,1,Nuevo,Gubernamental,Director,Oaxaca,Oaxaca,Sur,4.13,73.0,Bajo,17.0732,-96.7266,Sur,Gubernamental
2025-04-08 11:50:44,2025-04-08,4,Tuesday,1,11,Mañana,3,2,3,3,3.0,4,4,3,4,5,4,3,2.5,3.0,3.67,4.0,3.29,7,Medio,8,Pasivo,3,Regular,8,Bien informado,10,Veterano,Educación,Coordinador,Aguascalientes,Aguascalientes,Centro-Norte,1.43,198.0,Medio,21.8853,-102.2916,Centro,Educación
2025-04-08 12:00:32,2025-04-08,4,Tuesday,1,12,Tarde,4,2,3,3,3.0,4,3,3,4,4,3,3,3.0,3.0,3.33,3.5,3.21,7,Medio,8,Pasivo,3,Regular,7,Parcialmente informado,6,Veterano,Educación,Coordinador,Aguascalientes,Aguascalientes,Centro-Norte,1.43,198.0,Medio,21.8853,-102.2916,Centro,Educación
2025-04-08 12:00:43,2025-04-08,4,Tuesday,1,12,Tarde,4,3,3,4,3.0,4,4,3,5,4,4,3,3.5,3.33,3.67,4.0,3.62,8,Alto,8,Pasivo,4,Bueno,8,Bien informado,3,Establecido,Educación,Asistente,Sonora,Sonora,Noroeste,2.94,219.0,Alto,29.2972,-110.3309,Norte,Educación
